	Name	Mana Cost	CMC	Colors	Type	Rarity	Set	Text	Power	Toughness	Loyalty	Brussels	Nagoya	Phoenix	Total
581	Retraction Helix	{U}	1.0	['Blue']	Instant	Common	BNG	"Until end of turn, target creature gains ""{T}: Return target nonland permanent to its owner's hand."""	Not a Creature	Not a Creature	Not a Planeswalker	2	0	0	2
582	Revoke Existence	{1}{W}	2.0	['White']	Sorcery	Common	BNG	Exile target artifact or enchantment.	Not a Creature	Not a Creature	Not a Planeswalker	1	1	2	4
583	Revoke Existence	{1}{W}	2.0	['White']	Sorcery	Common	THB	Exile target artifact or enchantment.	Not a Creature	Not a Creature	Not a Planeswalker	1	1	2	4
584	Satyr Wayfinder	{1}{G}	2.0	['Green']	Creature — Satyr	Common	BNG	When Satyr Wayfinder enters the battlefield, reveal the top four cards of your library. You may put a land card from among them into your hand. Put the rest into your graveyard.	1	1	Not a Planeswalker	100	12	262	374
585	Satyr Wayfinder	{1}{G}	2.0	['Green']	Creature — Satyr	Common	M15	When Satyr Wayfinder enters the battlefield, reveal the top four cards of your library. You may put a land card from among them into your hand. Put the rest into your graveyard.	1	1	Not a Planeswalker	100	12	262	374
586	Searing Blood	{R}{R}	2.0	['Red']	Instant	Uncommon	BNG	Searing Blood deals 2 damage to target creature. When that creature dies this turn, Searing Blood deals 3 damage to the creature's controller.	Not a Creature	Not a Creature	Not a Planeswalker	2	0	4	6
587	Springleaf Drum	{1}	1.0	[]	Artifact	Uncommon	BNG	{T}, Tap an untapped creature you control: Add one mana of any color.	Not a Creature	Not a Creature	Not a Planeswalker	0	3	0	3
588	Temple of Enlightenment		0.0	[]	Land	Rare	BNG	"Temple of Enlightenment enters the battlefield tapped.
When Temple of Enlightenment enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {W} or {U}."	Not a Creature	Not a Creature	Not a Planeswalker	13	5	12	30
589	Temple of Enlightenment		0.0	[]	Land	Rare	THB	"Temple of Enlightenment enters the battlefield tapped.
When Temple of Enlightenment enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {W} or {U}."	Not a Creature	Not a Creature	Not a Planeswalker	13	5	12	30
590	Temple of Enlightenment		0.0	[]	Land	Rare	THB	"Temple of Enlightenment enters the battlefield tapped.
When Temple of Enlightenment enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {W} or {U}."	Not a Creature	Not a Creature	Not a Planeswalker	13	5	12	30
591	Temple of Malice		0.0	[]	Land	Rare	BNG	"Temple of Malice enters the battlefield tapped.
When Temple of Malice enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {B} or {R}."	Not a Creature	Not a Creature	Not a Planeswalker	3	0	0	3
592	Temple of Malice		0.0	[]	Land	Rare	THB	"Temple of Malice enters the battlefield tapped.
When Temple of Malice enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {B} or {R}."	Not a Creature	Not a Creature	Not a Planeswalker	3	0	0	3
593	Temple of Malice		0.0	[]	Land	Rare	THB	"Temple of Malice enters the battlefield tapped.
When Temple of Malice enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {B} or {R}."	Not a Creature	Not a Creature	Not a Planeswalker	3	0	0	3
594	Temple of Plenty		0.0	[]	Land	Rare	BNG	"Temple of Plenty enters the battlefield tapped.
When Temple of Plenty enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {G} or {W}."	Not a Creature	Not a Creature	Not a Planeswalker	2	1	1	4
595	Temple of Plenty		0.0	[]	Land	Rare	THB	"Temple of Plenty enters the battlefield tapped.
When Temple of Plenty enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {G} or {W}."	Not a Creature	Not a Creature	Not a Planeswalker	2	1	1	4
596	Temple of Plenty		0.0	[]	Land	Rare	THB	"Temple of Plenty enters the battlefield tapped.
When Temple of Plenty enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}: Add {G} or {W}."	Not a Creature	Not a Creature	Not a Planeswalker	2	1	1	4
597	Unravel the Aether	{1}{G}	2.0	['Green']	Instant	Uncommon	BNG	Choose target artifact or enchantment. Its owner shuffles it into their library.	Not a Creature	Not a Creature	Not a Planeswalker	36	16	46	98
598	Ajani's Presence	{W}	1.0	['White']	Instant	Common	JOU	"Strive — This spell costs {2}{W} more to cast for each target beyond the first.
Any number of target creatures each get +1/+1 and gain indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy them.)"	Not a Creature	Not a Creature	Not a Planeswalker	1	0	0	1
599	Banishing Light	{2}{W}	3.0	['White']	Enchantment	Uncommon	JOU	When Banishing Light enters the battlefield, exile target nonland permanent an opponent controls until Banishing Light leaves the battlefield. (That permanent returns under its owner's control.)	Not a Creature	Not a Creature	Not a Planeswalker	4	1	1	6
600	Banishing Light	{2}{W}	3.0	['White']	Enchantment	Uncommon	THB	When Banishing Light enters the battlefield, exile target nonland permanent an opponent controls until Banishing Light leaves the battlefield. (That permanent returns under its owner's control.)	Not a Creature	Not a Creature	Not a Planeswalker	4	1	1	6
601	Bassara Tower Archer	{G}{G}	2.0	['Green']	Creature — Human Archer	Uncommon	JOU	Hexproof, reach	2	1	Not a Planeswalker	0	4	0	4
602	Brain Maggot	{1}{B}	2.0	['Black']	Enchantment Creature — Insect	Uncommon	JOU	When Brain Maggot enters the battlefield, target opponent reveals their hand and you choose a nonland card from it. Exile that card until Brain Maggot leaves the battlefield.	1	1	Not a Planeswalker	3	2	4	9
603	Deicide	{1}{W}	2.0	['White']	Instant	Rare	JOU	Exile target enchantment. If the exiled card is a God card, search its controller's graveyard, hand, and library for any number of cards with the same name as that card and exile them, then that player shuffles their library.	Not a Creature	Not a Creature	Not a Planeswalker	9	1	8	18
604	Eidolon of Rhetoric	{2}{W}	3.0	['White']	Enchantment Creature — Spirit	Uncommon	JOU	Each player can't cast more than one spell each turn.	1	4	Not a Planeswalker	7	2	5	14
605	Eidolon of the Great Revel	{R}{R}	2.0	['Red']	Enchantment Creature — Spirit	Rare	JOU	Whenever a player casts a spell with converted mana cost 3 or less, Eidolon of the Great Revel deals 2 damage to that player.	2	2	Not a Planeswalker	25	7	43	75
606	Gnarled Scarhide	{B}	1.0	['Black']	Enchantment Creature — Minotaur	Uncommon	JOU	"Bestow {3}{B} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.)
Gnarled Scarhide can't block.
Enchanted creature gets +2/+1 and can't block."	2	1	Not a Planeswalker	1	0	1	2
607	Harness by Force	{1}{R}{R}	3.0	['Red']	Sorcery	Rare	JOU	"Strive — This spell costs {2}{R} more to cast for each target beyond the first.
Gain control of any number of target creatures until end of turn. Untap those creatures. They gain haste until end of turn."	Not a Creature	Not a Creature	Not a Planeswalker	1	0	10	11
608	Magma Spray	{R}	1.0	['Red']	Instant	Common	JOU	Magma Spray deals 2 damage to target creature. If that creature would die this turn, exile it instead.	Not a Creature	Not a Creature	Not a Planeswalker	11	6	10	27
609	Magma Spray	{R}	1.0	['Red']	Instant	Common	AKH	Magma Spray deals 2 damage to target creature. If that creature would die this turn, exile it instead.	Not a Creature	Not a Creature	Not a Planeswalker	11	6	10	27
610	Mana Confluence		0.0	[]	Land	Rare	JOU	{T}, Pay 1 life: Add one mana of any color.	Not a Creature	Not a Creature	Not a Planeswalker	106	74	33	213
611	Nyx-Fleece Ram	{1}{W}	2.0	['White']	Enchantment Creature — Sheep	Uncommon	JOU	At the beginning of your upkeep, you gain 1 life.	0	5	Not a Planeswalker	4	0	2	6
612	Oppressive Rays	{W}	1.0	['White']	Enchantment — Aura	Common	JOU	"Enchant creature
Enchanted creature can't attack or block unless its controller pays {3}.
Activated abilities of enchanted creature cost {3} more to activate."	Not a Creature	Not a Creature	Not a Planeswalker	3	0	0	3
613	Oppressive Rays	{W}	1.0	['White']	Enchantment — Aura	Common	M15	"Enchant creature
Enchanted creature can't attack or block unless its controller pays {3}.
Activated abilities of enchanted creature cost {3} more to activate."	Not a Creature	Not a Creature	Not a Planeswalker	3	0	0	3
614	Setessan Tactics	{1}{G}	2.0	['Green']	Instant	Rare	JOU	"Strive — This spell costs {G} more to cast for each target beyond the first.
Until end of turn, any number of target creatures each get +1/+1 and gain ""{T}: This creature fights another target creature."""	Not a Creature	Not a Creature	Not a Planeswalker	1	0	0	1
615	Temple of Epiphany		0.0	[]	Land	Rare	JOU	"Temple of Epiphany enters the battlefield tapped.
When Temple of Epiphany enters the battlefield, scry 1.
{T}: Add {U} or {R}."	Not a Creature	Not a Creature	Not a Planeswalker	12	4	5	21
616	Temple of Epiphany		0.0	[]	Land	Rare	M20	"Temple of Epiphany enters the battlefield tapped.
When Temple of Epiphany enters the battlefield, scry 1.
{T}: Add {U} or {R}."	Not a Creature	Not a Creature	Not a Planeswalker	12	4	5	21
617	Temple of Malady		0.0	[]	Land	Rare	JOU	"Temple of Malady enters the battlefield tapped.
When Temple of Malady enters the battlefield, scry 1.
{T}: Add {B} or {G}."	Not a Creature	Not a Creature	Not a Planeswalker	12	1	0	13
618	Temple of Malady		0.0	[]	Land	Rare	M20	"Temple of Malady enters the battlefield tapped.
When Temple of Malady enters the battlefield, scry 1.
{T}: Add {B} or {G}."	Not a Creature	Not a Creature	Not a Planeswalker	12	1	0	13
619	Ajani's Pridemate	{1}{W}	2.0	['White']	Creature — Cat Soldier	Uncommon	M15	Whenever you gain life, put a +1/+1 counter on Ajani's Pridemate.	2	2	Not a Planeswalker	16	4	0	20
620	Ajani's Pridemate	{1}{W}	2.0	['White']	Creature — Cat Soldier	Uncommon	M19	Whenever you gain life, put a +1/+1 counter on Ajani's Pridemate.	2	2	Not a Planeswalker	16	4	0	20
621	Ajani's Pridemate	{1}{W}	2.0	['White']	Creature — Cat Soldier	Uncommon	WAR	Whenever you gain life, put a +1/+1 counter on Ajani's Pridemate.	2	2	Not a Planeswalker	16	4	0	20
622	Back to Nature	{1}{G}	2.0	['Green']	Instant	Uncommon	M15	Destroy all enchantments.	Not a Creature	Not a Creature	Not a Planeswalker	1	0	4	5
623	Battlefield Forge		0.0	[]	Land	Rare	M15	"{T}: Add {C}.
{T}: Add {R} or {W}. Battlefield Forge deals 1 damage to you."	Not a Creature	Not a Creature	Not a Planeswalker	8	0	1	9
624	Battlefield Forge		0.0	[]	Land	Rare	ORI	"{T}: Add {C}.
{T}: Add {R} or {W}. Battlefield Forge deals 1 damage to you."	Not a Creature	Not a Creature	Not a Planeswalker	8	0	1	9
625	Caves of Koilos		0.0	[]	Land	Rare	M15	"{T}: Add {C}.
{T}: Add {W} or {B}. Caves of Koilos deals 1 damage to you."	Not a Creature	Not a Creature	Not a Planeswalker	7	12	16	35
626	Caves of Koilos		0.0	[]	Land	Rare	ORI	"{T}: Add {C}.
{T}: Add {W} or {B}. Caves of Koilos deals 1 damage to you."	Not a Creature	Not a Creature	Not a Planeswalker	7	12	16	35
627	Darksteel Citadel		0.0	[]	Artifact Land	Uncommon	M15	"Indestructible
{T}: Add {C}."	Not a Creature	Not a Creature	Not a Planeswalker	84	52	24	160
628	Ensoul Artifact	{1}{U}	2.0	['Blue']	Enchantment — Aura	Uncommon	M15	"Enchant artifact
Enchanted artifact is a creature with base power and toughness 5/5 in addition to its other types."	Not a Creature	Not a Creature	Not a Planeswalker	84	52	24	160
629	Gather Courage	{G}	1.0	['Green']	Instant	Uncommon	M15	"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Target creature gets +2/+2 until end of turn."	Not a Creature	Not a Creature	Not a Planeswalker	1	0	0	1
630	Goblin Rabblemaster	{2}{R}	3.0	['Red']	Creature — Goblin Warrior	Rare	M15	"Other Goblin creatures you control attack each combat if able.
At the beginning of combat on your turn, create a 1/1 red Goblin creature token with haste.
Whenever Goblin Rabblemaster attacks, it gets +1/+0 until end of turn for each other attacking Goblin."	2	2	Not a Planeswalker	59	33	76	168
631	Hornet Nest	{2}{G}	3.0	['Green']	Creature — Insect	Rare	M15	"Defender (This creature can't attack.)
Whenever Hornet Nest is dealt damage, create that many 1/1 green Insect creature tokens with flying and deathtouch. (Any amount of damage a creature with deathtouch deals to a creature is enough to destroy it.)"	0	2	Not a Planeswalker	0	0	1	1
632	Hushwing Gryff	{2}{W}	3.0	['White']	Creature — Hippogriff	Rare	M15	"Flash
Flying
Creatures entering the battlefield don't cause abilities to trigger."	2	1	Not a Planeswalker	2	0	1	3
633	Llanowar Wastes		0.0	[]	Land	Rare	M15	"{T}: Add {C}.
{T}: Add {B} or {G}. Llanowar Wastes deals 1 damage to you."	Not a Creature	Not a Creature	Not a Planeswalker	49	32	11	92
634	Llanowar Wastes		0.0	[]	Land	Rare	ORI	"{T}: Add {C}.
{T}: Add {B} or {G}. Llanowar Wastes deals 1 damage to you."	Not a Creature	Not a Creature	Not a Planeswalker	49	32	11	92
635	Nissa, Worldwaker	{3}{G}{G}	5.0	['Green']	Legendary Planeswalker — Nissa	Mythic	M15	"[+1]: Target land you control becomes a 4/4 Elemental creature with trample. It's still a land.
[+1]: Untap up to four target Forests.
[−7]: Search your library for any number of basic land cards, put them onto the battlefield, then shuffle your library. Those lands become 4/4 Elemental creatures with trample. They're still lands."	Not a Creature	Not a Creature	3	0	2	0	2
636	Perilous Vault	{4}	4.0	[]	Artifact	Mythic	M15	{5}, {T}, Exile Perilous Vault: Exile all nonland permanents.	Not a Creature	Not a Creature	Not a Planeswalker	22	1	0	23
637	Phyrexian Revoker	{2}	2.0	[]	Artifact Creature — Horror	Rare	M15	"As Phyrexian Revoker enters the battlefield, choose a nonland card name.
Activated abilities of sources with the chosen name can't be activated."	2	1	Not a Planeswalker	5	0	0	5
638	Radiant Fountain		0.0	[]	Land	Common	M15	"When Radiant Fountain enters the battlefield, you gain 2 life.
{T}: Add {C}."	Not a Creature	Not a Creature	Not a Planeswalker	31	9	3	43
639	Reclamation Sage	{2}{G}	3.0	['Green']	Creature — Elf Shaman	Uncommon	M15	When Reclamation Sage enters the battlefield, you may destroy target artifact or enchantment.	2	1	Not a Planeswalker	19	4	30	53
640	Reclamation Sage	{2}{G}	3.0	['Green']	Creature — Elf Shaman	Uncommon	M19	When Reclamation Sage enters the battlefield, you may destroy target artifact or enchantment.	2	1	Not a Planeswalker	19	4	30	53
641	Return to the Ranks	{X}{W}{W}	2.0	['White']	Sorcery	Rare	M15	"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Return X target creature cards with converted mana cost 2 or less from your graveyard to the battlefield."	Not a Creature	Not a Creature	Not a Planeswalker	1	1	0	2
642	Shivan Reef		0.0	[]	Land	Rare	M15	"{T}: Add {C}.
{T}: Add {U} or {R}. Shivan Reef deals 1 damage to you."	Not a Creature	Not a Creature	Not a Planeswalker	103	56	30	189
